id;fecha;periodo;partido;tema;etapa;zona;barrio;organismo;impulsor;notas
U01;2026-08-10;2026-08;General Pueyrredon;infraestructura_hidraulica;proyecto;Cuenca del arroyo Las Chacras;General Pueyrredon,Las Heras;OSSE;Diego Garciarena, diputado provincial (UCR);Proyecto de ley para expropiar 30 hectáreas destinadas a reservorios pluviales, dentro de un Sistema Urbano de Drenaje Sostenible para contener crecidas del arroyo Las Chacras. Son dos sectores deshabitados. Uno de 17 hectáreas en barrio General Pueyrredón, entre avenida Fortunato de la Plaza, República de Cuba, Génova y Udine. Otro de 13 hectáreas en Las Heras, entre avenida Polonia, Mario Bravo, Rufino Inda y William Morris. Zonas con anegamientos históricos. OSSE costearía las indemnizaciones y la incorporación de los terrenos a la infraestructura hidráulica. Retoma una ordenanza de 2017 del gobierno de Carlos Arroyo que nunca se ejecutó. Presupuesto no informado.
